prompt,completion
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-9700F 9th Gen Desktop Processor/CPU Retail -  4.7 GHz 8-Threads 8-core Locked 3.0 GHz'. Entity 2: 'Intel - Core i7 9700F 9th Generation  -   ( Turbo) Socket LGA 2066  Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7 9700F 9th Generation Desktop Processor/CPU Retail -  8-Threads 8-core LGA 2066 Locked 3.0 GHz'. Entity 2: 'Intel - Core i7-9700F 9th Gen  -   (4.7 GHz Turbo) Socket   Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7 9700F 9th Generation Desktop Processor/CPU Retail -  4.7 GHz 8-Threads Locked LGA 2066 3.0 GHz'. Entity 2: 'Intel - Core i7-9700F 9th Gen 8-core -   ( Turbo) Socket   Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-9700F 9th Generation Desktop Processor/CPU Retail -  4.7 GHz 8-Threads 8-core Locked 3.0 GHz'. Entity 2: 'Intel - Core i7 9700F 9th Gen  -   ( Turbo) Socket LGA 2066  Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-9700F 9th Generation Desktop Processor/CPU Retail -  4.7 GHz 8-Threads Locked LGA 2066 8-core'. Entity 2: 'Intel - Core i7 9700F 9th Gen  -  3.0 GHz ( Turbo) Socket   Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-9700F 9th Generation Desktop Processor/CPU Retail -  4.7 GHz 8-Threads Locked LGA 2066 3.0 GHz'. Entity 2: 'Intel - Core i7 9700F 9th Gen 8-core -   ( Turbo) Socket   Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-9700F 9th Gen Desktop Processor/CPU Retail -  4.7 GHz 8-Threads 8-core LGA 2066 Locked 3.0 GHz'. Entity 2: 'Intel - Core i7 9700F 9th Generation  -   ( Turbo) Socket   Desktop Processor No iGPU'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headset Audio Technica ATH-M50X'. Entity 2: 'Audio-Technica ATH-M50x Professional Monitor Audiophile Headphones - Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headphones Audio Technica ATH-M50X'. Entity 2: 'Audio-Technica ATH-M50x Professional Monitor Audiophile Headset - Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headset Audio Technica ATH-M50X Professional Monitor Audiophile'. Entity 2: 'Audio-Technica ATH-M50x  Headphones - Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headphones Audio-Technica ATH-M50X Professional Monitor Audiophile'. Entity 2: 'Audio Technica ATH-M50x  Headset - Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headphones Audio-Technica ATH-M50X Black'. Entity 2: 'Audio Technica ATH-M50x Professional Monitor Audiophile Headset - '.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headphones Audio Technica ATH-M50X Professional Monitor Audiophile'. Entity 2: 'Audio-Technica ATH-M50x  Headset - Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Headphones Audio-Technica ATH-M50X Black Professional Monitor Audiophile'. Entity 2: 'Audio Technica ATH-M50x  Headset - '.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm XF-56mm F/1.2 APD'. Entity 2: 'Fujifilm XF 56mm f1.2 R APD Lens'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm XF-56mm F/1.2 APD'. Entity 2: 'Fujifilm XF 56mm f1.2 R APD Lens'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica DJ headphones ATH-PRO7X On-ear, Must'. Entity 2: 'Audio Technica ATH-PRO7X DJ kõrvaklapid'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica DJ headphones ATH-PRO7X , Must'. Entity 2: 'Audio Technica ATH-PRO7X DJ kõrvaklapid On-ear'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica DJ headphones ATH-PRO7X , '. Entity 2: 'Audio Technica ATH-PRO7X DJ kõrvaklapid On-ear Must'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog Swiss Quartz  Men's Watch'. Entity 2: 'TISSOT HERITAGE VISODATE QUARTZ T118.410.11.057.00 (T118.410.11.057.00) Sapphire Crystal'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog Swiss Quartz Sapphire Crystal Men's Watch T118.410.11.057.00'. Entity 2: 'TISSOT HERITAGE VISODATE QUARTZ  ()'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog Swiss Quartz  Men's Watch T118.410.11.057.00'. Entity 2: 'TISSOT HERITAGE VISODATE QUARTZ  () Sapphire Crystal'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog QUARTZ   Watch'. Entity 2: 'TISSOT HERITAGE VISODATE Swiss Quartz T118.410.11.057.00 (T118.410.11.057.00) Sapphire Crystal Men's'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog QUARTZ Sapphire Crystal  Watch T118.410.11.057.00'. Entity 2: 'TISSOT HERITAGE VISODATE Swiss Quartz  () Men's'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Heritage Visodate Analog Swiss Quartz   Watch T118.410.11.057.00'. Entity 2: 'TISSOT HERITAGE VISODATE QUARTZ  () Sapphire Crystal Men's'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM'. Entity 2: 'WEBCAM LOGITECH C270 HD 720P Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270  1280 X 720PIXELS USB 2.0 BLACK WEBCAM'. Entity 2: 'WEBCAM LOGITECH C270 HD 720P 3MP'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM'. Entity 2: 'WEBCAM LOGITECH C270 HD 720P Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270  1280 X 720PIXELS  BLACK WEBCAM'. Entity 2: 'WEBCAM LOGITECH C270 HD 720P USB 2.0 3MP'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH C270  1280 X 720PIXELS  BLACK WEBCAM'. Entity 2: 'WEBCAM LOGITECH C270 HD 720P USB 2.0 3MP Black'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB 2.5' USB 3 to USB-C Diamond Cut External HDD. STHG4000400. 2 Years Warranty'. Entity 2: 'Seagate LaCie 4TB USB Type-C Mobile Drive (Moon Silver)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB  USB 3 to USB-C Diamond Cut External HDD. STHG4000400. 2 Years Warranty'. Entity 2: 'Seagate LaCie 4TB USB Type-C Mobile Drive (Moon Silver) 2.5''.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB 2.5' USB 3 to USB-C Moon Silver External HDD. STHG4000400. 2 Years Warranty'. Entity 2: 'Seagate LaCie 4TB USB Type-C Mobile Drive (Diamond Cut)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate LaCie 4TB  USB Type-C Diamond Cut External HDD. STHG4000400. 2 Years Warranty'. Entity 2: 'LaCie 4TB USB 3 to USB-C Mobile Drive (Moon Silver) 2.5''.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB 2.5' USB 3 to USB-C Diamond Cut External HDD. . '. Entity 2: 'Seagate LaCie 4TB USB Type-C Mobile Drive (Moon Silver) STHG4000400 2 Years Warranty'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB  USB 3 to USB-C Diamond Cut External HDD. STHG4000400. '. Entity 2: 'Seagate LaCie 4TB USB Type-C Mobile Drive (Moon Silver) 2.5' 2 Years Warranty'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate LaCie 4TB 2.5' USB Type-C Diamond Cut External HDD. . '. Entity 2: 'LaCie 4TB USB 3 to USB-C Mobile Drive (Moon Silver) STHG4000400 2 Years Warranty'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB 2.5' USB Type-C Moon Silver External HDD. . 2 Years Warranty'. Entity 2: 'Seagate LaCie 4TB USB 3 to USB-C Mobile Drive (Diamond Cut) STHG4000400'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB 2.5' USB Type-C Diamond Cut External HDD. . '. Entity 2: 'Seagate LaCie 4TB USB 3 to USB-C Mobile Drive (Moon Silver) STHG4000400 2 Years Warranty'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB  USB Type-C Diamond Cut External HDD. . '. Entity 2: 'Seagate LaCie 4TB USB 3 to USB-C Mobile Drive (Moon Silver) STHG4000400 2.5' 2 Years Warranty'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'DDR3 8 GB PC1600 CL9 Kingston Hypk'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered PC1600'. Entity 2: 'DDR3 8GB  CL9 Kingston Hypk'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - '. Entity 2: 'DDR3 8GB PC1600 CL9 HyperX Hypk unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered PC1600'. Entity 2: 'DDR3 8GB  CL9 HyperX Hypk'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB: 2 x 4 GB - DIMM 240-pin - '. Entity 2: 'DDR3 8 GB PC1600 CL9 Kingston Hypk unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB: 2 x 4 GB - DIMM 240-pin - unbuffered CL9'. Entity 2: 'DDR3 8 GB PC1600  Kingston Hypk'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB:  - DIMM 240-pin - unbuffered CL9'. Entity 2: 'DDR3 8GB PC1600  Kingston Hypk 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB:  - DIMM 240-pin - unbuffered PC1600'. Entity 2: 'DDR3 8GB  CL9 Kingston Hypk 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin -  PC1600'. Entity 2: 'DDR3 8GB  CL9 Kingston Hypk unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB: 2 x 4 GB -  - unbuffered PC1600'. Entity 2: 'DDR3 8GB  CL9 HyperX Hypk DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB: 2 x 4 GB -  - '. Entity 2: 'DDR3 8 GB PC1600 CL9 Kingston Hypk DIMM 240-pin unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB:  -  - '. Entity 2: 'DDR3 8GB PC1600 CL9 Kingston Hypk unbuffered DIMM 240-pin 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB:  - DIMM 240-pin - unbuffered PC1600 CL9'. Entity 2: 'DDR3 8GB   Kingston Hypk 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB -  -  CL9'. Entity 2: 'DDR3 8GB PC1600  Kingston Hypk unbuffered DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB -  -  PC1600'. Entity 2: 'DDR3 8GB  CL9 Kingston Hypk unbuffered DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB: 2 x 4 GB -  - unbuffered CL9'. Entity 2: 'DDR3 8 GB PC1600  HyperX Hypk DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB: 2 x 4 GB -  - unbuffered PC1600'. Entity 2: 'DDR3 8 GB  CL9 HyperX Hypk DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB:  -  - '. Entity 2: 'DDR3 8GB PC1600 CL9 HyperX Hypk unbuffered DIMM 240-pin 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB:  - DIMM 240-pin -  PC1600'. Entity 2: 'DDR3 8GB  CL9 HyperX Hypk unbuffered 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB: 2 x 4 GB -  - unbuffered PC1600 CL9'. Entity 2: 'DDR3 8GB   HyperX Hypk DIMM 240-pin'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB:  - DIMM 240-pin -  CL9'. Entity 2: 'DDR3 8 GB PC1600  Kingston Hypk unbuffered 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8GB: 2 x 4 GB -  -  PC1600'. Entity 2: 'DDR3 8 GB  CL9 Kingston Hypk DIMM 240-pin unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB:  - DIMM 240-pin -  CL9'. Entity 2: 'DDR3 8 GB PC1600  HyperX Hypk 2 x 4 GB unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB:  - DIMM 240-pin -  PC1600'. Entity 2: 'DDR3 8 GB  CL9 HyperX Hypk 2 x 4 GB unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB: 2 x 4 GB -  -  CL9'. Entity 2: 'DDR3 8 GB PC1600  HyperX Hypk DIMM 240-pin unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8GB: 2 x 4 GB - DIMM 240-pin -  PC1600 CL9'. Entity 2: 'DDR3 8 GB   HyperX Hypk unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston FURY - DDR3 - 8 GB:  -  - unbuffered PC1600 CL9'. Entity 2: 'DDR3 8GB   HyperX Hypk DIMM 240-pin 2 x 4 GB'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB:  -  -  PC1600 CL9'. Entity 2: 'DDR3 8GB   Kingston Hypk DIMM 240-pin 2 x 4 GB unbuffered'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Replacement Battery Cartridge'. Entity 2: 'APC By Schneider Electric APC Replacement Battery Cartridge #124'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC By Schneider Electric Replacement Battery Cartridge'. Entity 2: 'APC APC Replacement Battery Cartridge #124'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H151 Stereo Headset On Ear Kabelgebunden Rotating Noise-Cancelling Microphone'. Entity 2: 'Logitech H151 Wired Headset, Stereo Headphones with , 3.5 mm Audio Jack'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H151 Wired Headset, Stereo Headphones Rotating Noise-Cancelling Microphone'. Entity 2: 'Logitech H151 Stereo Headset On Ear Kabelgebunden with , 3.5 mm Audio Jack'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H151 Wired Headset, Stereo Headphones'. Entity 2: 'Logitech H151 Stereo Headset On Ear Kabelgebunden with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H151 Stereo Headset On Ear Wired Rotating Noise-Cancelling Microphone 3.5 mm Audio Jack'. Entity 2: 'Logitech H151 Kabelgebunden Headset, Stereo Headphones with , '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H151 Wired Headset, Stereo Headphones Rotating Noise-Cancelling Microphone 3.5 mm Audio Jack'. Entity 2: 'Logitech H151 Stereo Headset On Ear Kabelgebunden with , '.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3 1600MHz ECC Unbuffered UDIMM RAM | Discount Computer Needs'. Entity 2: 'CRUCIAL - DDR3L 8GB 1600Hz CL11 Unbuffered CT102472BD160B'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600Hz ECC Unbuffered UDIMM RAM | Discount Computer Needs'. Entity 2: 'CRUCIAL - DDR3 8GB 1600MHz CL11 Unbuffered CT102472BD160B'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600MHz  Unbuffered UDIMM RAM | Discount Computer Needs'. Entity 2: 'CRUCIAL - DDR3 8GB 1600Hz CL11 Unbuffered CT102472BD160B ECC'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600Hz  Unbuffered UDIMM RAM | Discount Computer Needs'. Entity 2: 'CRUCIAL - DDR3 8GB 1600MHz CL11 Unbuffered CT102472BD160B ECC'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600MHz  Unbuffered UDIMM RAM | Discount Computer Needs CT102472BD160B'. Entity 2: 'CRUCIAL - DDR3 8GB 1600Hz CL11 Unbuffered  ECC'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3 1600MHz  Unbuffered UDIMM RAM | Discount Computer Needs CT102472BD160B'. Entity 2: 'CRUCIAL - DDR3L 8GB 1600Hz CL11 Unbuffered  ECC'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600Hz  Unbuffered UDIMM RAM | Discount Computer Needs CT102472BD160B'. Entity 2: 'CRUCIAL - DDR3 8GB 1600MHz CL11 Unbuffered  ECC'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate Lacie 2TB 2.5 Rugged USB-C Hard Drives'. Entity 2: 'LaCie - Lacie Rugged Portable Thunderbolt Type C - 2TB & 5TB'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Long Length Double Socket Arm for 1.5\"" Balls'. Entity 2: 'Long Length Double Socket Arm for 1.5"" Balls RAM Mounts C-Size Double-Socket Long Arm with 1.5-Inch Sockets'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Long Length Double-Socket Long Arm for 1.5\"" Balls'. Entity 2: 'RAM-201U-D RAM Mounts C-Size Double Socket Arm with 1.5-Inch Sockets'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Long Length Double Socket Arm for 1.5\"" Balls'. Entity 2: 'Long Length Double Socket Arm for 1.5"" Balls RAM Mounts C-Size Double-Socket Long Arm with 1.5"" Balls'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Long Length Double-Socket Long Arm for 1.5\"" Balls'. Entity 2: 'RAM-201U-D RAM Mounts C-Size Double Socket Arm with 1.5"" Balls'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Mounts Long Length Double-Socket Long Arm for 1.5\"" Balls'. Entity 2: 'Long Length Double Socket Arm for 1.5"" Balls RAM C-Size Double Socket Arm with 1.5-Inch Sockets'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Long Length Double-Socket Long Arm for 1.5\"" Balls'. Entity 2: 'Long Length Double Socket Arm for 1.5"" Balls RAM Mounts C-Size Double Socket Arm with 1.5"" Balls'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM-B-408-75-1-UN7U RAM Mount X-Grip® with RAM® Torque™ Medium Rail Base'. Entity 2: 'RAM Mounts Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball and X-Grip® Phone Mount'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM-B-408-75-1-UN7U RAM Mount X-Grip® Phone Mount with Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base'. Entity 2: 'RAM Mounts RAM® Torque™ Medium Rail Base with 1"" Ball and X-Grip®'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' RAM Mounts X-Grip® Phone Mount with Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base'. Entity 2: 'RAM Mount RAM® Torque™ Medium Rail Base with 1"" Ball and X-Grip® RAM-B-408-75-1-UN7U'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: ' RAM Mount X-Grip® with Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base'. Entity 2: 'RAM Mounts RAM® Torque™ Medium Rail Base with 1"" Ball and X-Grip® Phone Mount RAM-B-408-75-1-UN7U'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy 255gsm (Pack of 20) C13S041315'. Entity 2: 'Epson Premium Glossy Photo Paper A3 20 sheets'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy Photo Paper 255gsm (Pack of 20) '. Entity 2: 'Epson Premium Glossy A3 20 sheets C13S041315'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy  (Pack of 20) C13S041315'. Entity 2: 'Epson Premium Glossy Photo Paper A3 20 sheets 255gsm'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy 255gsm (Pack of 20) '. Entity 2: 'Epson Premium Glossy Photo Paper A3 20 sheets C13S041315'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy  (Pack of 20) '. Entity 2: 'Epson Premium Glossy Photo Paper A3 20 sheets C13S041315 255gsm'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson A3 Premium Glossy  (20 sheets) '. Entity 2: 'Epson Premium Glossy Photo Paper A3 Pack of 20 C13S041315 255gsm'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra BIZ 2400 Mark II - 3-in-1 Mono Headset NC'. Entity 2: 'Jabra Biz 2400 II Mono 3-1, , 82 mic, QD'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra BIZ 2400 Mark II - Mono 3-1 QD'. Entity 2: 'Jabra Biz 2400 II 3-in-1 Mono Headset, NC, 82 mic, '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra BIZ 2400 Mark II - 3-in-1 Mono Headset NC QD'. Entity 2: 'Jabra Biz 2400 II Mono 3-1, , 82 mic, '.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra Biz 2400 II - Mono 3-1 82 mic QD NC'. Entity 2: 'Jabra BIZ 2400 Mark II 3-in-1 Mono Headset, , , '.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Replacement Battery Cartridges #117'. Entity 2: 'APC APCRBC117 Replacement Battery Cartridge #117'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie 4TB Rugged USB 3.1C 2.5'''. Entity 2: 'LaCie Rugged Thunderbolt / USB-C 4 TB 2,5'' STFS4000800'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE , 2 x 10G SFP+, LAN Base'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports ManagedRack Mountable Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Managed Switch'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Managed Switch'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960X 24 GigE PoE 370W, '. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports ManagedRack Mountable Switch 2 x 10G SFP+, LAN Base'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 Ports 370W, '. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 GigE PoE ManagedRack Mountable Switch 2 x 10G SFP+, LAN Base'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE , 2 x 10G SFP+, LAN Base Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Managed Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960X 24 GigE PoE , 2 x 10G SFP+, LAN Base Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Managed Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960X 24 GigE PoE , 2 x 10G SFP+, LAN Base Managed'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Rack Mountable Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 Ports , 2 x 10G SFP+, LAN Base Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 GigE PoE Managed Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 Ports , 2 x 10G SFP+, LAN Base Managed'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 GigE PoE Rack Mountable Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 Ports 370W, 2 x 10G SFP+, LAN Base Managed Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 GigE PoE  Switch'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE , 2 x 10G SFP+, LAN Base Managed Rack Mountable'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports  Switch 370W'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE ,  Managed'. Entity 2: 'Cisco Catalyst WS-C2960X-24PD-L 24 Ports Rack Mountable Switch 2 x 10G SFP+, LAN Base 370W'.",Yes
